ENGLISH_NAME,KOREAN_NAME,IATA_CODE,ICAO_CODE
Ketchikan International Airport,케치칸 국제공항,KTN,PAKT
Kewanee Municipal Airport,키와니 시공항,,KEZI
Key Airport,키 공항,MEI,KMEI
Key West International Airport,키웨스트 국제공항,EYW,KEYW
Keystone Airport,키스톤 공항 (오프라인),QKS,KQKS
Kickapoo Airport,킥캐푸 공항,KIP,KCWC
Killeen Municipal Airport (Skylark Field),카일린 시공항 (스카이락 필드),ILE,KILE
Kimball Municipal Airport (Arraj Field),킴벌 시공항 (아라즈 필드),,KIBM
King Salmon Airport,킹살먼 공항,AKN,PAKN
Kingman Municipal Airport,킹맨 시공항,IGM,KIGM
Kipnuk Airport,킵눅 공항,IIK,PAKI
Kirk Field,커크 필드,,KPGR
Kirksville Municipal Airport,컥스빌 시공항,IRK,KIRK
Kissimmee Municipal Airport,키시미 시공항,ISM,KISM
Kit Carson County Airport,킷 카슨 카운티 공항,,KITR
Kivalina Airport,키발리나 공항,KVL,PAVL
Klamath Falls International Airport,클라마스 폴스 국제공항,LMT,KLMT
Klawock Airport,클라웍 공항,KLW,PAKW
Klawock Seaplane Base,클라웍 수상비행장,,PAQC
Knox County Regional Airport,녹스 카운티 지역공항,RKD,KRKD
Knoxville Downtown Island Airport,녹스빌 다운타운 아일랜드 공항,,KDKX
Kodiak Airport,코디액 섬 공항,ADQ,PADQ
Kodiak Municipal Airport,코디액 섬 시공항,KDK,PAKD
Koliganek Airport,컬리가넥 공항,KGK,PAJZ
Kona International Airport ( Ke-Ahole ),코나 국제공항  ( 케 아훌 ),KOA,PHKO
Kongiganak Airport,콩지가낙 공항,KKH,PADY
Kosciusko Attala County Airport,코지어스코 아탈랴 카운티 공항,,KOSX
Koyuk Airport (Koyuk Alfred Adams Airport),코육 (알프레드 아담스) 공항,KKA,PAKK
Kulik Lake Airport,쿨릭레이크 공항,LKK,PAKL
Kwinhagak Airport,퀸해? 공항,KWN,KKWN
Kyle-Oakley Field,카일 오클리 필드,CEY,KCEY
La Crosse Municipal Airport,라크로스 시공항,LSE,KLSE
La Grande / Union County Airport,라그레인 유니온 카운티 공항,LGD,KLGD
La Guardia International Airport,라구아디아 국제공항,LGA,KLGA
La Junta Municipal Airport,라 정타 시공항,,KLHX
La Porte Municipal Airport,라 포르테 시공항,LPO,KPPO
Lac qui Parle County Airport,락 키 팔레 카운티 공항,,KDXX
Laconia International Airport,래코니아 국제공항,LCI,KLCI
Lafayette Regional Airport,라피엣 공항,LFT,KLFT
Lagoon Airport,라군 공항,KBW,
Laguna Army Airfield,라구나 육군비행장,LGF,KLGF
Lahm Municipal Airport,람 시공항,MFD,KMFD
Lake Charles Municipal Airport,레이크찰스 시공항,LCH,KLCH
Lake County Airport,레이크 카운티 공항,LXV,KLXV
Lake County Airport,레이크 카운티 공항,LKV,KLKV
Lake Havasu City Airport,레이크하바수시티 공항,HII,KHII
Lake Hood Seaplane Base,레이크후드 수상비행장,,PALH
Lake Tahoe Airport,레이크 타호 공항,TVL,KTVL
Lake Union Seaplane Base Airport,레이크 유니온 수상비행장 공항,LKE,
Lakefield Airport,레이크필드 공항,,KCQA
Lakefront Airport,레이크프론트 공항,NEW,KNEW
Lakehurst NAES,레이커스트 NAES,NEL,KNEL
Lakeland Airport (Noble F. Lee Memorial Field),레이크랜드 공항(노블 F. 리 미모리얼),ARV,KARV
Lakeland Municipal Airport,레이크랜드 시공항,LAL,KLAL
Lamar Municipal Airport,라마르 시공항,LAA,KLAA
Lambert Saint Louis International Airport,램버트 세인트루이스 국제공항,STL,KSTL
Lanai Airport,래나이 공항,LNY,PHNY
Lancaster Airport,랭커스터 공항,,KLNS
Langlade County Airport,랭글레이드 카운티 공항,,KAIG
Lansing Capital City Airport,랜싱 캐피탈시티 공항,LAN,KLAN
Laramie Regional Airport,래러미 지역공항,LAR,KLAR
Laredo International Airport,러레이도 국제공항,LRD,KLRD
Larned-Pawnee County Airport,라니드 파우니 카운티 공항,,KLQR
Las Cruces International Airport,라스 쿠르스 국제공항,LRU,KLRU
Las Vegas Municipal Airport,라스베이거스 시공항,LVS,KLVS
Laughlin Air Force Base,러플린 공군기지,,KDLF
Laughlin Bullhead International Airport,로플린 불헤드 국제공항,IFP,KIFP
Lawrence Municipal Airport,로렌스 시공항,LWM,KLWM
Lawrence Municipal Airport,로렌스 시공항,LWC,KLWC
Lawton Municipal Airport,로턴 시공항,LAW,KLAW
Lea County Regional Airport,리어 카운티 지역공항,HOB,KHOB
Lebanon Regional Airport,레바논 공항,LEB,KLEB
Lee Airport,리 공항,ANP,KANP
Lee C Fine Memorial Airport,리 C. 파인 미모리얼 공항,AIZ,KAIZ
Lehigh Valley International Airport,리하이 밸리 국제공항,ABE,KABE
Lemhi County Airport,랭하이 카운티 공항,SMN,KSMN
Lemmon Municipal Airport,레먼 시공항,,KLEM
Lemoore NAS,레무어 NAS,NLC,KNLC
Lenawee County Airport,리나위 카운티 공항,ADG,KADG
Lewis B. Wilson Airport,루이스 B. 윌슨 공항,MCN,KMCN
Lewiston-Nez Perce County Airport,루이스턴 네즈 퍼스 카운티 공항,LWS,KLWS
Lewistown Municipal Airport,루이스타운 시공항,LWT,KLWT
Liberal Municipal Airport,리버럴 시공항,LBL,KLBL
Lihue Airport,리후에 공항,LIH,PHLI
Lima Allen County Airport,리마 알렌 카운티 공항,AOH,KAOH
Limon Municipal Airport,라이먼 시공항,,KLIC
Lincoln Municipal Airport,링컨 시공항,LNK,KLNK
Lincoln Regional Airport/Harder Field,링컨 지역공항 ( 하더 필드 ),,KLHM
Linden Airport,린든 공항,LDJ,KLDJ
Little Rock National Airport (Adams Field),리틀록 내셔널 공항 (아담스 필드),LIT,KLIT
Livermore Municipal Airport,리버모어 시공항,LVK,KLVK
Llano Municipal Airport,래너우 시공항,,KAQO
Logan County Airport,로건 카운티 공항,,KAAA
Logan International Airport,로건 국제공항,BOS,KBOS
Logan-Cache Airport,로건 캐쉬 공항,LGU,KLGU
Lompoc Airport,롬폭 공항,LPC,KLPC
Lone Star Executive Airport,론 스타 이그젝큐티브 공항,CXO,KCXO
Long Beach Municipal Airport ( Daugherty Field ),롱비치 시공항  ( 도허티 필드 ),LGB,KLGB
Long Island Macarthur Airport,롱 아일랜드 맥아더 공항,ISP,KISP
Longville Municipal Airport,롱빌 시공항,,KXVG
Lordsburg Municipal Airport,로드스버그 시공항,,KLSB
Los Alamitos Army Airfield,로스 알라미토스 육군비행장,,KSLI
Los Alamos Airport,로스앨러모스 공항,LAM,KLAM
Los Angeles International Airport,로스앤젤레스 국제공항,LAX,KLAX
Los Banos Municipal Airport,로스바노스 시공항,LSN,KLSN
Trent Lott International Airport,트렌트 로트 국제공항,PGL,KPQL
Louis Armstrong International Airport (New Orleans International),루이 암스트롱 국제공항 (뉴올리언즈 국제공항),MSY,KMSY
Louisville Intercontinental Airport,루이빌 인터콘티넨탈공항,LJC,KLJC
Louisville Winston County Airport,루이빌 윈스톤 카운티 공항,,KLMS
Loveland Airport,러브랜드 공항 (오프라인),QWH,KQWH
Lubbock Preston Smith International Airport,러벅 프레스튼 스미스 국제공항,LBB,KLBB
Luce County Airport,루스 카운티 공항,,KERY
Luke Air Force Base,루크 공군기지,LUF,KLUF
Lusk Municipal Airport,러스크 시공항,,KLSK
Lyons-Rice County Municipal Airport,라이온스 라이스카운티 공항,,KLYO
MacCrenshaw Memorial Airport,맥크랜쇼 미모리얼 공항,,KPRN
MacDill Air Force Base Auxiliary Field,맥딜 공군보조비행장,,KAGR
Macomb Municipal Airport,마콤 시공항,MQB,KMQB
Madera Municipal Airport,마데라 시공항,MAE,KMAE
Madison County Executive Airport,매디슨 카운티 이그젝큐티브 공항,,KMDQ
Madras City-County Airport,마드라스 시티 카운티 공항,MDJ,
Magnolia Municipal Airport,매그놀리아 시공항,AGO,KAGO
Majors Airport,메이저스 공항,GVT,KGVT
Malad City Airport,말라드시티 공항,MLU,KMLU
Mammoth Yosemite Airport,마모스 요세미티 공항,MMH,KMMH
Manchester-Boston Regional Airport  (Ammon Municipal),맨체스터-보스톤 지역 공항 (아몬 시공항),MHT,KMHT
Manhattan Regional Airport,맨해튼 지역공항,MHK,KMHK
Manila Municipal Airport,마닐라 시공항,MXA,KMXA
Manistee-Ludington Airport,마니스티 루딩턴 공항,MBL,KMBL
Manitowoc Municipal Airport,매니토웍 시공항,MTW,KMTW
Mankato Airport,맨카토 공항,,KTKO
Mankato Municipal Airport,맨카토 시공항,MKT,KMKT
Manley Hot Springs Airport,맨리핫스프링스 공항,MLY,PAML
Manti-Ephraim Airport,맨티 에프라임 공항,NTJ,KNTJ
Marana Regional Airport,마라나 공항,AVW,KAVQ
March Air Reserve Base,마치 보존기지,RIV,KRIV
Marin County Airport,머린 카운티 공항,JMC,KJMC
Marina Airport,마리나 공항,OAR,KOAR
Marion County Airport,매리온 카운티 공항,HAB,KHAB
Marion County Airport (Brown Field),매리온 카운티 공항 (브라운 필드),APT,KAPT
Marion County Regional Airport,매리온 카운티 지역공항,FLP,KFLP
Marlboro County Jetport (H.E. Avent Field),말보로 카운티 제트포트 ( H.E 아벤트 필드) 공항,BTN,KBBP
Marshall Army Airfield,마샬 육군비행장,FRI,KFRI
Marshall Municipal Airport ( Ryan Field ),마셜 제도 시공항  ( 라이언 필드 ),MML,KMML
Marshfield Municipal Airport,마시필드 시공항,MFI,KMFI
Martin State Airport,마틴 스테이트 공항,MTN,KMTN
Marysville Municipal Airport,메리스빌 시공항,,KMYZ
Mather Airport,마더 공항,MHR,KMHR
Mathis Field Airport,매티스 필드 공항,SJT,KSJT
Maxwell Air Force Base,맥스웰 공군기지,MXF,KMXF
Mc Namara Field Airport,잭 맥 마나라 필드 공항,CEC,KCEC
McAllen-Miller International Airport,맥캘린 밀러 국제공항,MFE,KMFE
McCall Airport,맥컬 공항,MYL,KMYL
Mccarran International Airport,맥커란 국제공항,LAS,KLAS
McCarthy Airport,맥카시 공항,MXY,PAMX
McChord Air Force Base,매코드 공군기지,TCM,KTCM
McClellan Airport,맥컬란 공항,MCC,KMCC
McClellan-Palomar Airport,맥클러란 팔로마 공항,CLD,KCLD
McComb Pike County Airport (John E. Lewis Field),"""맥콤 파이크 카운티 공항(존 E. ,루이스 필드)""",MCB,KMCB
McConnell Air Force Base,맥커널 공군기지,IAB,KIAB
McCook Municipal Airport,맥쿡 시공항,MCK,KMCK
McGhee Tyson Airport,맥기 타이슨 공항,TYS,KTYS
McGrath Airport,맥그래스 공항,MCG,PAMC
McGuire Air Force Base,맥과이어 공군기지,WRI,KWRI
Mckellar Airport,맥켈러 공항,MKL,KMKL
McKinley National Park Airport,맥킨리 내셔널 파크 공항,MCL,PAIN
McMinnville Municipal Airport,맥빈빌 시공항,,KMMV
McNary Field,맥카나리 필드,SLE,KSLE
McPherson Airport,맥퍼슨 공항,,KMPR
Meade Municipal Airport,미이드 시공항,,KMEJ
Meadows Field Airport,미도우즈 필드 공항,BFL,KBFL
Mecklenburg-Brunswick Regional Airport,멕클런버그 브런스윅 지역공항,,KAVC
Meeker Airport,미커 공항,,KEEO
Mefford Filed,메퍼드 필드,TLR,KTLR
Melbourne International Airport,멜버른 국제공항,MLB,KMLB
Melsing Creek Airport,멜싱 크릭 공항,CIL,KCIL
Memphis International Airport,멤피스 국제공항,MEM,KMEM
Merced Municipal Airport,머시드 시공항,MCE,KMCE
Mercer County Airport,머셔 카운티 공항,BLF,KBLF
Meridian NAS,머리디언 NAS,,KNMM
Merkel Sylacauga Municipal Airport,머켈 실라카우가 시공항,,KSCD
Merle K. Mudhole Smith Airport,머럴 K. 머드홀 스미스 공항,CDV,PACV
Merrill Field Airport,메릴 필드 공항,MRI,PAMR
Merritt Island Airport,메릿 아일랜드 공항,COI,KCOI
Mesa Del Rey Airport,메사 델 레이 공항,KIC,KKIC
Metlakatla Seaplane Base,메트라카트라 수상비행장,MTM,PAMM
Metroport Airport,메트로포트 공항,,
Mettel Field,메틀 필드,CEV,KCEV
Miami International Airport,마이애미 국제공항,MIA,KMIA
Michael Army Airfield,마이클 육군비행장,DPG,KDPG
Mid Delta Regional Airport,미드 델타 지역공항,GLH,KGLH
MidAmerica St. Louis Airport / Scott Air Force Base,미드어메리카 세이트 루인스 공항 / 스콧 공군기지,BLV,KBLV
Middle Peninsula Regional Airport,미들 페닌설라 지역공항,,KFYJ
Middleton Airport,미들턴 공항,,KGZH
Middleton Island Intermediate Airport,미들턴 아일랜드 인터미디에트 공항,MDO,PAMD
Midland International Airport,미들랜드 국제공항,MAF,KMAF
Mid-Ohio Valley Regional Airport,미드 오하이오 밸리 지역공항,PKB,KPKB
Miles City Municipal Airport,마일스시티 시공항,MLS,KMLS
Milford Municipal Airport,밀포드 시공항,,KMLF
Millard Airport,밀라드 공항,MIQ,KMLE
Miller Municipal Airport,밀러 시공항,MKA,KMKA
Millinocket Municipal Airport,밀리노켓 시공항,MLT,KMLT
Millville Municipal Airport,밀빌 시공항,MIV,KMIV
Minchumina Airport,민츄미나 공항,MHM,PAMH
Minden-Tahoe Airport,민덴 타호 공항,MEV,KMEV
Minneapolis Downtown Heliport Airport,미니애폴리스 다운타운 헬리포트,JDT,KJDT
Minneapolis St Paul International Airport ( Wold Chamberlain),미니애폴리스 세인트폴 국제공항 (울드 챔벌레인),MSP,KMSP
Minot Air Force Base,미노트 공군기지,MIB,KMIB
Minot International Airport,미노트 국제공항,MOT,KMOT
Minute Man Airport,마이뉴트 맨 공항,MMN,KMMN
Miramar MCAS,미러마 MCAS,NJX,KNKX
Mission Airport,미션 공항,,KLVM
Mississippi County Airport,미시시피 카운티 공항,,KCHQ
Missoula International Airport,미솔라 국제공항,MSO,KMSO
Mitchell Municipal Airport,미첼 시공항,MHE,KMHE
Mobile Downtown Airport,모빌 다운타운 공항,BFM,KBFM
Mobile Regional Airport,모빌 지역공항,MOB,KMOB
Mobridge Municipal Airport,모브리지 시공항,MBG,KMBG
Modesto City-County Airport,머데스토 시티 카운티 공항,MOD,KMOD
Moffett Federal Airfield,모펫 페더랄 에어필드,NUQ,KNUQ
Mohall Municipal Airport,모홀 시공항,,KHBC
Mohave Spaceport,모헤이브 스페이스포트,MHV,KMHV
Molokai Airport,모로카이 공항,MKK,PHMK
Mondell Field,먼델 필드,,KECS
Monmouth Executive Airport,맨머스 이그젝큐티브 공항,BLM,KBLM
Monroe County Airport,먼로 카운티 공항,MVC,KMVC
Monroe County Airport,먼로 카운티 공항,,KBMG
Monroe Municipal Airport,먼로 /몬로 시공항,,KEFT
Charlotee-Monroe Executive Airport,샤롯-먼로 공항,,KEQY
Monte Vista Municipal Airport,몬테 비스타 시공항,,KMVI
Monterey Peninsula Airport,몬터레이 페닌슬라 공항,MRY,KMRY
Montezuma County Airport,몬테쥬마 카운티 공항,CEZ,KCEZ
Montgomery County Airport,몽고메리 카운티 공항,GAI,KGAI
Montgomery Field Airport,몽고메리 필드 공항,MYF,KMYF
Montgomery Regional Airport,몽고메리  지역공항,MGM,KMGM
Monticello Municipal Airport (Ellis Field),몬티첼로 시공항 (엘리스 필드),,KLLQ
Montrose Regional Airport,몬트로즈 지역공항,MTJ,KMTJ
Monument Valley Airport,모뉴먼트 밸리 공항,,KMVM
Moore County Airport,무어 카운티 공항,,KDUX
Moore County Airport,무어 카운티 공항,SOP,KSOP
Morgantown Municipal Airport,모르간타운 시공항,MGW,KMGW
Morrilton Municipal Airport,모릴튼 시공항,,KBDQ
Morristown Municipal Airport,모리스타운 시공항,MMU,KMMU
Mount Carmel Municipal Airport,마운트 카멜 시공항,,KAJG
Mount Vernon Airport,마운트버넌 공항,MVN,KMVN
Mountain Home Air Force Base,마운틴홈 공군기지,MUO,KMUO
Mountain Village Airport,마운트빌리지 공항,MOU,PAMO
Murray Field Airport,머레이 공항,EKA,KEKA
Muskegon County Airport,머스키간 카운티 공항,MKG,KMKG
Myrtle Beach International Airport,머틀 비치 국제공항,MYR,KMYR
Nantucket Memorial Airport,낸터켓 미모리얼 공항,ACK,KACK
Napa County Airport,내퍼 카운티 공항,APC,KAPC
Naples Municipal Airport,나폴리 /나포리 시공항,APF,KAPF
Nashville International Airport,내슈빌 국제공항,BNA,KBNA
Natrona County International Airport,내트로나 카운티 국제공항,CPR,KCPR
Nebraska City Municipal Airport,네브라스카 시티 시공항,,KAFK
Necedah Airport,네스다 공항,,KDAF
Needles Airport,니들스 공항,EED,KEED
Neil Armstrong Airport,니일 암스트롱 공항,AXV,KAXV
Nellis Air Force Base,넬리스 공군기지,LSV,KLSV
Nenana Municipal Airport,네나나 시공항,ENN,PANN
Neosho Hugh Robinson Airport,너쇼 휴 로빈슨 공항,EOS,KEOS
New Bedford Regional Airport,뉴베드퍼드 지역공항,EWB,KEWB
New Braunfels Municipal Airport,뉴 브론펠 시공항,,KBAZ
New Castle County Airport,뉴캐슬 카운티 공항,ILG,KILG
New Century AirCenter,뉴 센트리 에어센터,JCI,KIXD
New Smyrna Beach Municipal Airport ( Jack Bolt Field),뉴실나비치 시공항 (잭볼트 필드),,KEVB
New Stuyahok Airport,뉴스투야혹 공항,KNW,PANW
Newark Liberty International Airport,뉴왁 리버티 국제공항,EWR,KEWR
Newnan Coweta County Airport,뉴넌 코웨타 카운티 공항,,KCCO
Newport Municipal Airport,뉴포트 시공항,ONP,KONP
Newport News / Williamsburg International Airport,뉴포트 뉴스 / 윌리암스버그 국제공항,PHF,KPHF
Newport State Airport,뉴포트 스테이트 공항,EFK,KEFK
Newport State Airport (Rhode Islands),뉴포트 스테이트 공항 (로드 아일랜드),NPT,KUUU
Newtok Airport,뉴톡 공항,WWT,PAEW
Newton City / County Airport,뉴튼 시티 카운티 공항,EWK,KEWK
Niagara Falls International Airport,나이아가라폴스 국제공항,IAG,KIAG
Nichen Cove Sea Plance Base,니쳔 코브 수상비행장,WNC,KWNC
Nightmute Airport,나이트무트 공항,NME,PAGT
Noatak Airport,노아탁 공항,WTK,PAWN
Nogales International Airport,노갈레스 국제공항,OLS,KOLS
Nome Airport,놈 공항,OME,PAOM
Norfolk International Airport,노퍽 국제공항,ORF,KORF
Norfolk Naval Station,노퍽 해군기지,NGU,KNGU
Norman Y. Mineta San Jose International Airport,노먼 Y. 미네타 산 호세 국제공항,SJC,KSJC
North Air Force Auxiliary Field,노스 공군보조착륙장,,KXNO
North Bend Municipal Airport,노스벤드 시공항,OTH,KOTH
North Central State Airport,노스 센트랄 스테이트 공항,SFZ,KSFZ
North Fork Valley Airport,노스 포크밸리 공항,WPO,KWPO
North Island NAS,노스 아일랜드 NAS,NZY,KNZY
North Las Vegas Airport,노스 라스베이거스 공항,VGT,KVGT
North Platte Regional Airport (Lee Bird Field ),노스플랫 지역공항  ( 리버드 필드 ),LBF,KLBF
Northeast Philadelphia Airport,노스이스트 필라델피아 공항,PNE,KPNE
Northeastern Regional Airport,노스이스턴 지역공항,EDE,KEDE
Northern Aroostook Regional Airport,노선 어루스툭 지역공항,WFK,KFVE
Northway Airport,노스웨이 공항,ORT,PAOR
